      32253791	2025-02-21 08:43:20	1	255	15	0
      32253791	2025-02-21 08:55:37	1	255	15	0
      32253791	2025-02-21 09:17:07	1	255	1	0
      32253791	2025-02-21 09:23:20	1	255	1	0
      32253791	2025-02-21 09:33:54	1	255	1	0
      40774739	2025-02-21 09:39:33	1	255	1	0
      32253791	2025-02-21 09:44:53	1	255	1	0
      32253791	2025-02-21 09:52:32	1	255	1	0
      32253791	2025-02-21 10:04:34	1	255	1	0
      40774739	2025-02-21 10:19:16	1	255	1	0
      40774739	2025-02-21 10:20:33	1	255	1	0
      40774739	2025-02-21 10:22:28	1	255	1	0
      40774739	2025-02-21 10:24:34	1	255	1	0
      40774739	2025-02-21 11:16:01	1	255	1	0
      32253791	2025-02-21 12:43:46	1	255	1	0
      40774739	2025-02-21 13:06:36	1	255	1	0
      40774739	2025-02-21 13:11:48	1	255	1	0
      32253791	2025-02-21 13:16:23	1	255	1	0
      32253791	2025-02-21 13:23:03	1	255	1	0
      32253791	2025-02-21 13:29:17	1	255	1	0
      32253792	2025-02-21 13:35:20	1	255	1	0
      32253792	2025-02-21 13:40:03	1	255	1	0
      32253792	2025-02-21 13:41:10	1	255	1	0
      32253791	2025-02-21 13:43:38	1	255	1	0
      32253792	2025-02-21 13:45:41	1	255	1	0
      40774739	2025-02-21 13:48:56	1	255	1	0
      32253791	2025-02-21 14:13:10	1	255	1	0
      24633619	2025-02-21 14:16:26	1	255	15	0
      32253791	2025-02-21 14:20:01	1	255	4	0
      32253791	2025-02-21 14:29:34	1	255	1	0
      35191182	2025-02-21 14:32:15	1	255	1	0
      32253791	2025-02-21 14:32:22	1	255	1	0
      32253791	2025-02-21 16:17:29	1	255	15	0
      32253791	2025-02-21 16:37:24	1	255	15	0
      38131865	2025-02-21 16:39:39	1	255	15	0
      33541674	2025-02-21 16:44:10	1	255	1	0
      33541674	2025-02-21 16:50:30	1	255	15	0
      33541674	2025-02-21 17:02:38	1	255	15	0
      24633619	2025-02-21 18:38:19	1	255	1	0
      40774739	2025-02-22 07:40:06	1	255	15	0
      40774739	2025-02-22 07:41:12	1	255	15	0
      40774739	2025-02-22 07:42:32	1	255	15	0
      35191182	2025-02-22 08:04:19	1	255	1	0
      38131865	2025-02-22 08:05:10	1	255	1	0
      33541674	2025-02-22 08:05:21	1	255	15	0
      38131865	2025-02-22 08:08:18	1	255	1	0
      33541674	2025-02-22 08:14:59	1	255	15	0
      40774739	2025-02-22 08:19:56	1	255	15	0
      40774739	2025-02-22 08:21:01	1	255	1	0
      40774739	2025-02-22 08:27:01	1	255	1	0
      40774739	2025-02-22 08:30:13	1	255	1	0
      40774739	2025-02-22 08:37:44	1	255	1	0
      40774739	2025-02-22 08:38:48	1	255	1	0
      40774739	2025-02-22 08:39:58	1	255	1	0
      40774739	2025-02-22 08:41:04	1	255	1	0
      40774739	2025-02-22 08:44:18	1	255	15	0
      40774739	2025-02-22 09:37:09	1	255	1	0
      40774739	2025-02-22 09:40:14	1	255	1	0
      40774739	2025-02-22 09:46:00	1	255	15	0
      38131865	2025-02-22 10:20:17	1	255	1	0
      40774739	2025-02-22 10:30:24	1	255	1	0
      40774739	2025-02-22 10:43:10	1	255	15	0
      35191182	2025-02-22 11:59:36	1	255	1	0
      38131865	2025-02-22 11:59:48	1	255	1	0
      40774739	2025-02-22 12:16:49	1	255	15	0
      40774739	2025-02-22 12:28:35	1	255	1	0
      28031773	2025-02-22 12:28:48	1	255	15	0
      28031773	2025-02-22 12:32:08	1	255	15	0
      40774739	2025-02-22 13:45:23	1	255	1	0
     290435102	2025-02-22 13:56:08	1	255	1	0
      40774739	2025-02-22 13:56:15	1	255	15	0
      38131865	2025-02-22 14:17:18	1	255	1	0
      40774739	2025-02-22 14:51:56	1	255	1	0
       3296291	2025-02-22 18:03:36	1	255	15	0
       3296291	2025-02-22 18:13:26	1	255	15	0
      14411262	2025-02-22 19:33:34	1	255	15	0
      26209294	2025-02-23 06:00:09	1	255	15	0
      26209294	2025-02-23 06:06:33	1	255	15	0
      33549908	2025-02-23 06:21:52	1	255	15	0
      35191182	2025-02-23 11:32:01	1	255	15	0
       3296291	2025-02-23 17:51:31	1	255	15	0
      40774739	2025-02-24 07:52:49	1	255	15	0
      21560824	2025-02-24 07:54:17	1	255	1	0
      24406539	2025-02-24 07:56:17	1	255	15	0
      21873627	2025-02-24 07:59:16	1	255	15	0
      36065338	2025-02-24 07:59:38	1	255	15	0
       8175236	2025-02-24 08:01:12	1	255	15	0
        883303	2025-02-24 08:03:58	1	255	15	0
      40774739	2025-02-24 08:04:09	1	255	1	0
      32253791	2025-02-24 08:04:19	1	255	1	0
      33541674	2025-02-24 08:10:04	1	255	15	0
      33669628	2025-02-24 08:11:38	1	255	1	0
      40774739	2025-02-24 08:13:44	1	255	15	0
      42629644	2025-02-24 08:22:20	1	255	1	0
      41523591	2025-02-24 08:22:25	1	255	1	0
      39438681	2025-02-24 08:22:31	1	255	1	0
      42852757	2025-02-24 08:22:37	1	255	1	0
      38165296	2025-02-24 08:22:50	1	255	1	0
      41607673	2025-02-24 08:22:59	1	255	1	0
     827405193	2025-02-24 08:23:05	1	255	1	0
      12998825	2025-02-24 08:26:36	1	255	15	0
      40871631	2025-02-24 08:27:14	1	255	15	0
      40774739	2025-02-24 09:07:48	1	255	1	0
      25683008	2025-02-24 09:39:22	1	255	1	0
      40774739	2025-02-24 10:16:56	1	255	15	0
      32253791	2025-02-24 10:55:41	1	255	15	0
      12998825	2025-02-24 10:56:47	1	255	15	0
      32253791	2025-02-24 10:57:05	1	255	1	0
      38131865	2025-02-24 11:02:44	1	255	15	0
      38131865	2025-02-24 14:11:14	1	255	15	0
      31349644	2025-02-24 14:36:24	1	255	1	0
      26604139	2025-02-24 14:53:04	1	255	1	0
      35243381	2025-02-24 15:08:16	1	255	1	0
      36905058	2025-02-24 15:08:30	1	255	15	0
      39063454	2025-02-24 15:08:50	1	255	15	0
      37630362	2025-02-24 15:08:57	1	255	15	0
      34639294	2025-02-24 15:09:01	1	255	15	0
     370280649	2025-02-24 15:09:42	1	255	15	0
      28683988	2025-02-24 15:11:06	1	255	15	0
      38131865	2025-02-24 15:40:40	1	255	1	0
